,name,dataset,algorithm,accuracy,time,time-per-pattern,clique-precision,clique-recall,bipartite core-precision,bipartite core-recall,star-precision,star-recall,chain-precision,chain-recall,none-precision,none-recall
136,3-1661999533002,synthetic-3-94-3,Ours (RDM),0.9827586206896551,38409,9602.25,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,0.8571428571428571,1.0,1.0
137,5-1662002195049,synthetic-3-94-3,Ours (RDM),1.0,26160,6540.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
138,9-1662010258606,synthetic-3-94-3,Ours (RDM),0.9482758620689655,29492,7373.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.25
139,0-1661933688574,synthetic-3-94-3,Ours (RDM),0.7068965517241379,26072,3724.5714285714284,0.5555555555555556,1.0,0.9411764705882353,1.0,0.8571428571428571,0.3,0.5,1.0,1.0,0.25
140,11-1662013922332,synthetic-3-94-3,Ours (RDM),0.9137931034482759,26288,5257.6,1.0,1.0,0.9411764705882353,1.0,0.8571428571428571,0.75,0.5,1.0,1.0,0.25
141,2-1661935567051,synthetic-3-94-3,Ours (RDM),0.9137931034482759,20953,5238.25,1.0,1.0,0.9411764705882353,1.0,0.8571428571428571,1.0,0.5,1.0,1.0,0.16666666666666666
142,6-1662003410816,synthetic-3-94-3,Ours (RDM),0.9137931034482759,19791,4947.75,1.0,1.0,0.9411764705882353,1.0,0.8571428571428571,1.0,0.5,1.0,1.0,0.16666666666666666
143,10-1662013153023,synthetic-3-94-3,Ours (RDM),0.9137931034482759,17471,4367.75,1.0,1.0,0.9411764705882353,1.0,0.8571428571428571,1.0,0.5,1.0,1.0,0.16666666666666666
144,4-1662000612817,synthetic-3-94-3,Ours (RDM),0.7068965517241379,20883,5220.75,0.5555555555555556,1.0,0.9411764705882353,1.0,0.8571428571428571,1.0,0.5,1.0,1.0,0.05555555555555555
145,8-1662009390411,synthetic-3-94-3,Ours (RDM),0.9310344827586207,20046,5011.5,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,0.5,1.0,1.0,0.2
146,7-1662008650057,synthetic-3-94-3,Ours (RDM),0.8103448275862069,17162,4290.5,0.7777777777777778,1.0,0.9411764705882353,1.0,0.8571428571428571,1.0,0.5,1.0,1.0,0.08333333333333333
147,12-1662090291751,synthetic-3-94-3,Ours (RDM),0.9482758620689655,26629,5325.8,1.0,1.0,1.0,1.0,1.0,0.7777777777777778,0.5,1.0,1.0,0.5
148,13-1662121289542,synthetic-3-94-3,Ours (RDM),0.9310344827586207,36122,9030.5,1.0,1.0,0.9411764705882353,1.0,0.8571428571428571,1.0,0.6666666666666666,1.0,1.0,0.2
149,14-1662122943293,synthetic-3-94-3,Ours (RDM),0.9137931034482759,19333,4833.25,1.0,1.0,0.9411764705882353,1.0,0.8571428571428571,1.0,0.5,1.0,1.0,0.16666666666666666
150,1-1661934866373,synthetic-6-96-4,Ours (GRD),0.9482758620689655,16991,4247.75,1.0,1.0,1.0,1.0,0.875,1.0,0.6666666666666666,1.0,1.0,0.5714285714285714
151,3-1661999533002,synthetic-6-96-4,Ours (GRD),0.9137931034482759,34154,8538.5,1.0,1.0,0.9285714285714286,1.0,0.75,1.0,0.6666666666666666,1.0,1.0,0.4444444444444444
152,5-1662002195049,synthetic-6-96-4,Ours (GRD),0.9482758620689655,45810,9162.0,1.0,1.0,1.0,1.0,0.875,1.0,0.8333333333333334,0.7142857142857143,0.75,0.75
153,9-1662010258606,synthetic-6-96-4,Ours (GRD),0.9310344827586207,28129,7032.25,1.0,1.0,0.9285714285714286,1.0,0.875,1.0,0.6666666666666666,1.0,1.0,0.5
154,0-1661933688574,synthetic-6-96-4,Ours (GRD),0.6206896551724138,44283,5535.375,0.5769230769230769,1.0,0.5714285714285714,1.0,0.75,0.3,0.6666666666666666,1.0,0.75,0.2727272727272727
155,11-1662013922332,synthetic-6-96-4,Ours (GRD),0.7931034482758621,37088,9272.0,1.0,1.0,0.42857142857142855,1.0,0.75,1.0,0.6666666666666666,1.0,1.0,0.25
156,2-1661935567051,synthetic-6-96-4,Ours (GRD),0.9137931034482759,17733,4433.25,1.0,1.0,1.0,1.0,0.75,1.0,0.5,1.0,1.0,0.4444444444444444
157,6-1662003410816,synthetic-6-96-4,Ours (GRD),0.9137931034482759,19419,4854.75,1.0,1.0,0.9285714285714286,1.0,0.75,1.0,0.6666666666666666,1.0,1.0,0.4444444444444444
158,10-1662013153023,synthetic-6-96-4,Ours (GRD),0.9137931034482759,18991,4747.75,1.0,1.0,0.9285714285714286,1.0,0.75,1.0,0.6666666666666666,1.0,1.0,0.4444444444444444
159,4-1662000612817,synthetic-6-96-4,Ours (GRD),0.7413793103448276,26103,6525.75,0.5769230769230769,1.0,1.0,1.0,0.75,1.0,0.6666666666666666,1.0,1.0,0.21052631578947367
160,8-1662009390411,synthetic-6-96-4,Ours (GRD),0.9310344827586207,17572,4393.0,1.0,1.0,1.0,1.0,0.75,1.0,0.6666666666666666,1.0,1.0,0.5
161,7-1662008650057,synthetic-6-96-4,Ours (GRD),0.4827586206896552,35396,7079.2,0.5769230769230769,1.0,0.0,0.0,0.75,0.46153846153846156,0.6666666666666666,0.5,0.75,0.13636363636363635
162,12-1662090291751,synthetic-6-96-4,Ours (GRD),0.9482758620689655,32219,8054.75,1.0,1.0,1.0,1.0,0.875,1.0,0.6666666666666666,1.0,1.0,0.5714285714285714
163,13-1662121289542,synthetic-6-96-4,Ours (GRD),0.9137931034482759,72070,18017.5,1.0,1.0,1.0,1.0,0.625,1.0,0.6666666666666666,1.0,1.0,0.4444444444444444
164,14-1662122943293,synthetic-6-96-4,Ours (GRD),0.896551724137931,37644,7528.8,1.0,0.896551724137931,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.5714285714285714
165,1-1661934866373,synthetic-5-90-0,Ours (GRD),0.9666666666666667,17040,4260.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0,0.6
166,3-1661999533002,synthetic-5-90-0,Ours (GRD),0.9333333333333333,32557,8139.25,1.0,1.0,1.0,1.0,0.75,1.0,0.7142857142857143,1.0,1.0,0.42857142857142855
167,5-1662002195049,synthetic-5-90-0,Ours (GRD),0.95,26934,5386.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.0,0.0
168,9-1662010258606,synthetic-5-90-0,Ours (GRD),0.9666666666666667,21205,5301.25,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0,0.6
169,0-1661933688574,synthetic-5-90-0,Ours (GRD),0.85,30611,6122.2,1.0,1.0,0.6428571428571429,1.0,0.75,0.75,0.7142857142857143,1.0,1.0,0.3
170,11-1662013922332,synthetic-5-90-0,Ours (GRD),0.9333333333333333,20316,4063.2,1.0,1.0,1.0,1.0,0.75,0.75,0.7142857142857143,1.0,1.0,0.6
171,2-1661935567051,synthetic-5-90-0,Ours (GRD),0.9333333333333333,21180,5295.0,1.0,1.0,1.0,1.0,0.75,1.0,0.7142857142857143,1.0,1.0,0.42857142857142855
172,6-1662003410816,synthetic-5-90-0,Ours (GRD),0.9333333333333333,13278,3319.5,1.0,1.0,1.0,1.0,0.75,1.0,0.7142857142857143,1.0,1.0,0.42857142857142855
173,10-1662013153023,synthetic-5-90-0,Ours (GRD),0.9333333333333333,23351,5837.75,1.0,1.0,1.0,1.0,0.75,1.0,0.7142857142857143,1.0,1.0,0.42857142857142855
174,4-1662000612817,synthetic-5-90-0,Ours (GRD),0.9333333333333333,22611,5652.75,1.0,1.0,1.0,1.0,0.75,1.0,0.7142857142857143,1.0,1.0,0.42857142857142855
175,8-1662009390411,synthetic-5-90-0,Ours (GRD),0.9,22774,4554.8,1.0,1.0,1.0,1.0,0.75,1.0,0.7142857142857143,0.7142857142857143,0.3333333333333333,0.2
176,7-1662008650057,synthetic-5-90-0,Ours (GRD),0.7,38271,9567.75,1.0,1.0,0.0,0.0,0.75,1.0,0.7142857142857143,0.5555555555555556,1.0,0.17647058823529413
177,12-1662090291751,synthetic-5-90-0,Ours (GRD),0.9666666666666667,25443,5088.6,1.0,1.0,1.0,1.0,1.0,0.8,0.7142857142857143,1.0,1.0,1.0
178,13-1662121289542,synthetic-5-90-0,Ours (GRD),0.9333333333333333,28496,5699.2,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.7777777777777778,0.3333333333333333,0.3333333333333333
179,14-1662122943293,synthetic-5-90-0,Ours (GRD),0.9333333333333333,23870,5967.5,1.0,1.0,1.0,1.0,0.75,1.0,0.7142857142857143,1.0,1.0,0.42857142857142855
180,1-1661934866373,synthetic-7-84-9,Ours (GRD),0.8985507246376812,25646,6411.5,1.0,1.0,0.5714285714285714,1.0,0.875,1.0,1.0,1.0,1.0,0.65
181,3-1661999533002,synthetic-7-84-9,Ours (GRD),0.7246376811594203,87318,29106.0,1.0,1.0,0.0,0.0,0.75,1.0,0.6666666666666666,0.8571428571428571,1.0,0.41935483870967744
182,5-1662002195049,synthetic-7-84-9,Ours (GRD),0.7101449275362319,55244,13811.0,1.0,1.0,0.0,0.0,0.875,1.0,0.6666666666666666,0.6666666666666666,0.8461538461538461,0.39285714285714285
183,9-1662010258606,synthetic-7-84-9,Ours (GRD),0.7681159420289855,71027,23675.666666666668,1.0,1.0,0.5714285714285714,1.0,0.875,1.0,0.0,0.0,1.0,0.4482758620689655
184,0-1661933688574,synthetic-7-84-9,Ours (GRD),0.6376811594202898,55124,6890.5,0.6,0.8333333333333334,0.2857142857142857,1.0,0.75,0.6,0.6666666666666666,0.6666666666666666,1.0,0.4642857142857143
185,11-1662013922332,synthetic-7-84-9,Ours (GRD),0.4492753623188406,34990,5831.666666666667,0.0,0.0,0.42857142857142855,1.0,0.75,0.6666666666666666,0.6666666666666666,0.5,1.0,0.30952380952380953
186,2-1661935567051,synthetic-7-84-9,Ours (GRD),0.782608695652174,19307,4826.75,1.0,0.9615384615384616,0.5714285714285714,1.0,0.75,1.0,0.3333333333333333,0.75,0.9230769230769231,0.48
187,6-1662003410816,synthetic-7-84-9,Ours (GRD),0.8405797101449275,91520,15253.333333333334,1.0,1.0,0.5714285714285714,1.0,0.75,1.0,0.6666666666666666,1.0,1.0,0.5416666666666666
188,10-1662013153023,synthetic-7-84-9,Ours (GRD),0.8695652173913043,28388,5677.6,1.0,1.0,0.7142857142857143,1.0,0.75,1.0,0.6666666666666666,1.0,1.0,0.5909090909090909
189,4-1662000612817,synthetic-7-84-9,Ours (GRD),0.6376811594202898,26688,5337.6,0.6,1.0,0.2857142857142857,1.0,0.75,1.0,0.6666666666666666,1.0,1.0,0.34210526315789475
190,8-1662009390411,synthetic-7-84-9,Ours (GRD),0.7536231884057971,25309,8436.333333333334,1.0,1.0,0.5714285714285714,1.0,0.75,1.0,0.0,0.0,1.0,0.43333333333333335
191,7-1662008650057,synthetic-7-84-9,Ours (GRD),0.4927536231884058,45789,15263.0,0.6,1.0,0.0,0.0,0.75,0.6,0.0,0.0,1.0,0.29545454545454547
192,12-1662090291751,synthetic-7-84-9,Ours (GRD),0.855072463768116,61065,12213.0,1.0,1.0,0.5714285714285714,1.0,0.875,1.0,0.6666666666666666,1.0,1.0,0.5652173913043478
193,13-1662121289542,synthetic-7-84-9,Ours (GRD),0.8405797101449275,34175,6835.0,1.0,0.8928571428571429,0.5714285714285714,1.0,0.75,1.0,0.6666666666666666,1.0,1.0,0.6190476190476191
194,14-1662122943293,synthetic-7-84-9,Ours (GRD),0.8260869565217391,30582,6116.4,1.0,1.0,0.7142857142857143,1.0,0.75,0.6666666666666666,0.3333333333333333,1.0,1.0,0.5909090909090909
195,1-1661934866373,synthetic-1-87-3,Ours (GRD),0.9649122807017544,15667,3916.75,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.0,0.0
196,3-1661999533002,synthetic-1-87-3,Ours (GRD),0.9473684210526315,64358,16089.5,1.0,1.0,1.0,1.0,0.875,1.0,0.7142857142857143,1.0,0.0,0.0
197,5-1662002195049,synthetic-1-87-3,Ours (GRD),1.0,27585,6896.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
198,9-1662010258606,synthetic-1-87-3,Ours (GRD),0.9649122807017544,15971,3992.75,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.0,0.0
199,0-1661933688574,synthetic-1-87-3,Ours (GRD),0.8421052631578947,28752,5750.4,1.0,1.0,0.6,1.0,0.875,0.7777777777777778,0.7142857142857143,1.0,0.0,0.0
200,11-1662013922332,synthetic-1-87-3,Ours (GRD),0.9649122807017544,26537,5307.4,1.0,1.0,1.0,1.0,1.0,0.8,0.7142857142857143,1.0,0.0,0.0
201,2-1661935567051,synthetic-1-87-3,Ours (GRD),0.9473684210526315,18262,4565.5,1.0,1.0,1.0,1.0,0.875,1.0,0.7142857142857143,1.0,0.0,0.0
202,6-1662003410816,synthetic-1-87-3,Ours (GRD),0.9473684210526315,13867,3466.75,1.0,1.0,1.0,1.0,0.875,1.0,0.7142857142857143,1.0,0.0,0.0
203,10-1662013153023,synthetic-1-87-3,Ours (GRD),0.9473684210526315,21357,5339.25,1.0,1.0,1.0,1.0,0.875,1.0,0.7142857142857143,1.0,0.0,0.0
204,4-1662000612817,synthetic-1-87-3,Ours (GRD),0.631578947368421,21937,5484.25,0.5555555555555556,1.0,0.6,1.0,0.875,1.0,0.7142857142857143,1.0,0.0,0.0
205,8-1662009390411,synthetic-1-87-3,Ours (GRD),0.9473684210526315,20297,5074.25,1.0,1.0,1.0,1.0,0.875,1.0,0.7142857142857143,1.0,0.0,0.0
206,7-1662008650057,synthetic-1-87-3,Ours (GRD),0.7368421052631579,29987,7496.75,0.7777777777777778,1.0,0.6,1.0,0.875,1.0,0.7142857142857143,1.0,0.0,0.0
207,12-1662090291751,synthetic-1-87-3,Ours (GRD),0.9649122807017544,26791,5358.2,1.0,1.0,1.0,1.0,1.0,0.8,0.7142857142857143,1.0,0.0,0.0
208,13-1662121289542,synthetic-1-87-3,Ours (GRD),0.9824561403508771,33216,8304.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,0.0,0.0
209,14-1662122943293,synthetic-1-87-3,Ours (GRD),0.9473684210526315,15317,3829.25,1.0,1.0,1.0,1.0,0.875,1.0,0.7142857142857143,1.0,0.0,0.0
210,1-1661934866373,synthetic-3-94-3,Ours (GRD),1.0,14915,3728.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
211,3-1661999533002,synthetic-3-94-3,Ours (GRD),0.9827586206896551,57798,14449.5,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.5
212,5-1662002195049,synthetic-3-94-3,Ours (GRD),1.0,30021,7505.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
213,9-1662010258606,synthetic-3-94-3,Ours (GRD),0.9310344827586207,21094,5273.5,1.0,1.0,0.9411764705882353,1.0,1.0,1.0,0.5,1.0,1.0,0.2
214,0-1661933688574,synthetic-3-94-3,Ours (GRD),0.7068965517241379,24369,3481.285714285714,0.5555555555555556,1.0,0.9411764705882353,1.0,0.8571428571428571,0.3,0.5,1.0,1.0,0.25
215,11-1662013922332,synthetic-3-94-3,Ours (GRD),0.9137931034482759,22000,4400.0,1.0,1.0,0.9411764705882353,1.0,0.8571428571428571,0.75,0.5,1.0,1.0,0.25
216,2-1661935567051,synthetic-3-94-3,Ours (GRD),0.9137931034482759,15922,3980.5,1.0,1.0,0.9411764705882353,1.0,0.8571428571428571,1.0,0.5,1.0,1.0,0.16666666666666666
217,6-1662003410816,synthetic-3-94-3,Ours (GRD),0.9137931034482759,13822,3455.5,1.0,1.0,0.9411764705882353,1.0,0.8571428571428571,1.0,0.5,1.0,1.0,0.16666666666666666
218,10-1662013153023,synthetic-3-94-3,Ours (GRD),0.9137931034482759,20163,5040.75,1.0,1.0,0.9411764705882353,1.0,0.8571428571428571,1.0,0.5,1.0,1.0,0.16666666666666666
219,4-1662000612817,synthetic-3-94-3,Ours (GRD),0.7068965517241379,23981,5995.25,0.5555555555555556,1.0,0.9411764705882353,1.0,0.8571428571428571,1.0,0.5,1.0,1.0,0.05555555555555555
220,8-1662009390411,synthetic-3-94-3,Ours (GRD),0.9827586206896551,19164,4791.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.5
221,7-1662008650057,synthetic-3-94-3,Ours (GRD),0.8103448275862069,19775,4943.75,0.7777777777777778,1.0,0.9411764705882353,1.0,0.8571428571428571,1.0,0.5,1.0,1.0,0.08333333333333333
222,12-1662090291751,synthetic-3-94-3,Ours (GRD),0.9482758620689655,23841,4768.2,1.0,1.0,1.0,1.0,1.0,0.7777777777777778,0.5,1.0,1.0,0.5
223,13-1662121289542,synthetic-3-94-3,Ours (GRD),0.9655172413793104,24011,6002.75,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,0.8333333333333334,1.0,1.0,0.3333333333333333
224,14-1662122943293,synthetic-3-94-3,Ours (GRD),0.9137931034482759,30348,7587.0,1.0,1.0,0.9411764705882353,1.0,0.8571428571428571,1.0,0.5,1.0,1.0,0.16666666666666666
225,1-1661934866373,synthetic-6-96-4,LeafOrder-δI,0.6379310344827587,42111,21055.5,1.0,1.0,0.0,0.0,0.875,1.0,0.0,0.0,1.0,0.16
226,3-1661999533002,synthetic-6-96-4,LeafOrder-δI,0.5172413793103449,28383,28383.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125
227,5-1662002195049,synthetic-6-96-4,LeafOrder-δI,0.5172413793103449,31223,31223.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125
228,9-1662010258606,synthetic-6-96-4,LeafOrder-δI,0.7758620689655172,35751,7150.2,1.0,1.0,0.5714285714285714,1.0,0.875,0.5384615384615384,0.0,0.0,1.0,0.36363636363636365
229,0-1661933688574,synthetic-6-96-4,LeafOrder-δI,0.603448275862069,48161,8026.833333333333,0.8076923076923077,1.0,0.2857142857142857,1.0,0.75,0.42857142857142855,0.0,0.0,1.0,0.21052631578947367
230,11-1662013922332,synthetic-6-96-4,LeafOrder-δI,0.6379310344827587,28147,7036.75,1.0,1.0,0.0,0.0,0.875,0.5384615384615384,0.0,0.0,1.0,0.21052631578947367
231,2-1661935567051,synthetic-6-96-4,LeafOrder-δI,0.6551724137931034,16189,8094.5,1.0,1.0,0.5714285714285714,1.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666
232,6-1662003410816,synthetic-6-96-4,LeafOrder-δI,0.6724137931034483,62122,12424.4,0.8076923076923077,1.0,0.5714285714285714,1.0,0.75,0.5,0.0,0.0,1.0,0.23529411764705882
233,10-1662013153023,synthetic-6-96-4,LeafOrder-δI,0.8103448275862069,37275,12425.0,1.0,1.0,0.7857142857142857,1.0,0.75,1.0,0.0,0.0,1.0,0.26666666666666666
234,4-1662000612817,synthetic-6-96-4,LeafOrder-δI,0.6379310344827587,25922,8640.666666666666,0.8076923076923077,1.0,0.35714285714285715,1.0,0.875,1.0,0.0,0.0,1.0,0.16
235,8-1662009390411,synthetic-6-96-4,LeafOrder-δI,0.7068965517241379,21765,10882.5,1.0,1.0,0.7857142857142857,1.0,0.0,0.0,0.0,0.0,1.0,0.19047619047619047
236,7-1662008650057,synthetic-6-96-4,LeafOrder-δI,0.5344827586206896,21302,10651.0,0.8076923076923077,1.0,0.0,0.0,0.75,1.0,0.0,0.0,1.0,0.12903225806451613
237,12-1662090291751,synthetic-6-96-4,LeafOrder-δI,0.6896551724137931,34601,5766.833333333333,0.8076923076923077,1.0,0.5714285714285714,1.0,0.875,0.4666666666666667,0.0,0.0,1.0,0.2857142857142857
238,13-1662121289542,synthetic-6-96-4,LeafOrder-δI,0.6724137931034483,51969,25984.5,1.0,1.0,0.6428571428571429,1.0,0.0,0.0,0.0,0.0,1.0,0.17391304347826086
239,14-1662122943293,synthetic-6-96-4,LeafOrder-δI,0.7931034482758621,47176,9435.2,1.0,0.9629629629629629,0.7857142857142857,1.0,0.75,0.5,0.0,0.0,0.75,0.375
240,1-1661934866373,synthetic-5-90-0,LeafOrder-δI,0.9333333333333333,61943,10323.833333333334,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.42857142857142855,1.0,1.0,1.0
241,3-1661999533002,synthetic-5-90-0,LeafOrder-δI,0.85,22795,7598.333333333333,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.7777777777777778,0.6666666666666666,0.2222222222222222
242,5-1662002195049,synthetic-5-90-0,LeafOrder-δI,0.85,44417,14805.666666666666,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.7777777777777778,0.6666666666666666,0.2222222222222222
243,9-1662010258606,synthetic-5-90-0,LeafOrder-δI,0.9333333333333333,14159,3539.75,1.0,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,1.0,1.0,0.42857142857142855
244,0-1661933688574,synthetic-5-90-0,LeafOrder-δI,0.7833333333333333,35094,5013.428571428572,1.0,1.0,0.6428571428571429,1.0,0.75,0.5,0.42857142857142855,1.0,0.3333333333333333,0.125
245,11-1662013922332,synthetic-5-90-0,LeafOrder-δI,0.8,29440,9813.333333333334,1.0,1.0,1.0,1.0,0.0,0.0,0.42857142857142855,1.0,1.0,0.2
246,2-1661935567051,synthetic-5-90-0,LeafOrder-δI,0.8,13692,4564.0,1.0,1.0,1.0,1.0,0.0,0.0,0.42857142857142855,1.0,1.0,0.2
247,6-1662003410816,synthetic-5-90-0,LeafOrder-δI,0.9,11911,2977.75,1.0,1.0,1.0,1.0,0.75,1.0,0.42857142857142855,1.0,1.0,0.3333333333333333
248,10-1662013153023,synthetic-5-90-0,LeafOrder-δI,0.9,55815,13953.75,1.0,1.0,1.0,1.0,0.75,1.0,0.42857142857142855,1.0,1.0,0.3333333333333333
249,4-1662000612817,synthetic-5-90-0,LeafOrder-δI,0.8166666666666667,18785,4696.25,1.0,1.0,0.6428571428571429,1.0,0.75,1.0,0.42857142857142855,1.0,1.0,0.21428571428571427
250,8-1662009390411,synthetic-5-90-0,LeafOrder-δI,0.8166666666666667,34026,11342.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7142857142857143,0.8333333333333334,0.6666666666666666,0.16666666666666666
251,7-1662008650057,synthetic-5-90-0,LeafOrder-δI,0.8166666666666667,16091,4022.75,1.0,1.0,0.6428571428571429,1.0,0.75,1.0,0.42857142857142855,1.0,1.0,0.21428571428571427
252,12-1662090291751,synthetic-5-90-0,LeafOrder-δI,0.9,38031,5433.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,0.42857142857142855,1.0,0.3333333333333333,1.0
253,13-1662121289542,synthetic-5-90-0,LeafOrder-δI,0.85,23577,7859.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.875,0.6666666666666666,0.2
254,14-1662122943293,synthetic-5-90-0,LeafOrder-δI,0.9,16794,4198.5,1.0,1.0,1.0,1.0,0.75,1.0,0.42857142857142855,1.0,1.0,0.3333333333333333
255,1-1661934866373,synthetic-7-84-9,LeafOrder-δI,0.7681159420289855,12294,4098.0,1.0,1.0,0.5714285714285714,1.0,0.875,1.0,0.0,0.0,1.0,0.4482758620689655
256,3-1661999533002,synthetic-7-84-9,LeafOrder-δI,0.6231884057971014,26892,13446.0,0.8,1.0,0.7142857142857143,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333
257,5-1662002195049,synthetic-7-84-9,LeafOrder-δI,0.5362318840579711,62005,31002.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.2857142857142857
258,9-1662010258606,synthetic-7-84-9,LeafOrder-δI,0.7681159420289855,70330,17582.5,1.0,1.0,0.5714285714285714,1.0,0.875,0.6363636363636364,0.0,0.0,1.0,0.52
259,0-1661933688574,synthetic-7-84-9,LeafOrder-δI,0.5507246376811594,55249,6906.125,0.4,0.7692307692307693,0.42857142857142855,0.42857142857142855,0.75,0.6,0.3333333333333333,1.0,1.0,0.4482758620689655
260,11-1662013922332,synthetic-7-84-9,LeafOrder-δI,0.7971014492753623,40727,6787.833333333333,1.0,1.0,0.5714285714285714,1.0,0.75,0.5454545454545454,0.3333333333333333,1.0,1.0,0.5909090909090909
261,2-1661935567051,synthetic-7-84-9,LeafOrder-δI,0.6666666666666666,18064,9032.0,1.0,1.0,0.5714285714285714,1.0,0.0,0.0,0.0,0.0,1.0,0.3611111111111111
262,6-1662003410816,synthetic-7-84-9,LeafOrder-δI,0.7971014492753623,36297,7259.4,1.0,1.0,0.5714285714285714,1.0,0.75,0.6666666666666666,0.3333333333333333,1.0,1.0,0.5416666666666666
263,10-1662013153023,synthetic-7-84-9,LeafOrder-δI,0.782608695652174,39951,13317.0,1.0,1.0,0.7142857142857143,1.0,0.75,1.0,0.0,0.0,1.0,0.4642857142857143
264,4-1662000612817,synthetic-7-84-9,LeafOrder-δI,0.5217391304347826,33376,8344.0,0.4,1.0,0.2857142857142857,1.0,0.75,1.0,0.3333333333333333,1.0,1.0,0.2826086956521739
265,8-1662009390411,synthetic-7-84-9,LeafOrder-δI,0.6666666666666666,20222,10111.0,1.0,1.0,0.5714285714285714,1.0,0.0,0.0,0.0,0.0,1.0,0.3611111111111111
266,7-1662008650057,synthetic-7-84-9,LeafOrder-δI,0.42028985507246375,36996,18498.0,0.4,1.0,0.0,0.0,0.75,1.0,0.0,0.0,1.0,0.24528301886792453
267,12-1662090291751,synthetic-7-84-9,LeafOrder-δI,0.8115942028985508,57947,9657.833333333334,1.0,1.0,0.5714285714285714,1.0,0.875,0.5384615384615384,0.3333333333333333,1.0,1.0,0.65
268,13-1662121289542,synthetic-7-84-9,LeafOrder-δI,0.7246376811594203,32450,10816.666666666666,1.0,1.0,0.5714285714285714,1.0,0.0,0.0,0.4444444444444444,1.0,1.0,0.40625
269,14-1662122943293,synthetic-7-84-9,LeafOrder-δI,0.782608695652174,91906,22976.5,1.0,1.0,0.7142857142857143,1.0,0.75,0.6666666666666666,0.0,0.0,1.0,0.52
270,1-1661934866373,synthetic-1-87-3,LeafOrder-δI,0.8771929824561403,18150,6050.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
271,3-1661999533002,synthetic-1-87-3,LeafOrder-δI,0.7368421052631579,31711,15855.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
272,5-1662002195049,synthetic-1-87-3,LeafOrder-δI,0.8070175438596491,51196,17065.333333333332,1.0,1.0,1.0,1.0,0.0,0.0,0.5714285714285714,1.0,0.0,0.0
273,9-1662010258606,synthetic-1-87-3,LeafOrder-δI,0.8771929824561403,16343,5447.666666666667,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
274,0-1661933688574,synthetic-1-87-3,LeafOrder-δI,0.6491228070175439,22532,4506.4,0.7777777777777778,1.0,0.6,1.0,0.875,0.6363636363636364,0.0,0.0,0.0,0.0
275,11-1662013922332,synthetic-1-87-3,LeafOrder-δI,0.8596491228070176,19049,6349.666666666667,1.0,1.0,1.0,1.0,0.875,1.0,0.0,0.0,0.0,0.0
276,2-1661935567051,synthetic-1-87-3,LeafOrder-δI,0.7017543859649122,62460,31230.0,0.9259259259259259,1.0,1.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.0
277,6-1662003410816,synthetic-1-87-3,LeafOrder-δI,0.8596491228070176,27285,9095.0,1.0,1.0,1.0,1.0,0.875,1.0,0.0,0.0,0.0,0.0
278,10-1662013153023,synthetic-1-87-3,LeafOrder-δI,0.8596491228070176,35981,11993.666666666666,1.0,1.0,1.0,1.0,0.875,1.0,0.0,0.0,0.0,0.0
